,alt,data-gtm-event,data-gtm-event-action,data-gtm-event-category,href,src,subtitle,title,id,Year,century
1714,A work made of oil on canvas.,"Point Breeze, the Estate of Joseph Napoleon Bonaparte at Bordentown, New Jersey",Collection Landing,collection-nav,https://www.artic.edu/artworks/69538/point-breeze-the-estate-of-joseph-napoleon-bonaparte-at-bordentown-new-jersey?page=36,"https://www.artic.edu/iiif/2/48746d21-95a5-8747-889c-68766b1497f2/full/600,/0/default.jpg",Charles B. Lawrence,"Point Breeze, the Estate of Joseph Napoleon Bonaparte at Bordentown, New Jersey, 1817/20",1714,1817,19
1715,A work made of oil and graphite on canvas.,"Nuclear I, CH",Collection Landing,collection-nav,https://www.artic.edu/artworks/59822/nuclear-i-ch?page=36,"https://www.artic.edu/iiif/2/7444fa7d-21e7-9d9b-c58c-619784a81eb3/full/600,/0/default.jpg",László Moholy-Nagy,"Nuclear I, CH, 1945",1715,1945,20
1716,A work made of oil on canvas.,Bathing Nymphs and Child,Collection Landing,collection-nav,https://www.artic.edu/artworks/4760/bathing-nymphs-and-child?page=36,"https://www.artic.edu/iiif/2/8e86775e-4b7b-786a-d9bc-fc7f73391c43/full/600,/0/default.jpg",Jean Baptiste Camille Corot,"Bathing Nymphs and Child, 1855/60",1716,1855,19
1717,"A work made of miniature room, mixed media.","A23: Virginia Drawing Room, 1754",Collection Landing,collection-nav,https://www.artic.edu/artworks/45377/a23-virginia-drawing-room-1754?page=36,"https://www.artic.edu/iiif/2/a74c4a8b-a4fd-102c-ebcd-4d71a54bcbcd/full/600,/0/default.jpg",Mrs. James Ward Thorne,"A23: Virginia Drawing Room, 1754, c. 1940",1717,1754,18
1718,"A work made of black pastel with stumping, colored pencil, and graphite on cream wove paper.",At the Circus: Trained Pony and Baboon,Collection Landing,collection-nav,https://www.artic.edu/artworks/51386/at-the-circus-trained-pony-and-baboon?page=36,"https://www.artic.edu/iiif/2/c9d4b46b-c3cd-5d4a-4d33-18635bc34fa0/full/600,/0/default.jpg",Henri de Toulouse-Lautrec,"At the Circus: Trained Pony and Baboon, 1899",1718,1899,19
1719,"A work made of graphite, with smudging and erasing, on ivory wove paper.","Annette Giacometti, the Artist's Wife",Collection Landing,collection-nav,https://www.artic.edu/artworks/83887/annette-giacometti-the-artist-s-wife?page=37,"https://www.artic.edu/iiif/2/fda4be0c-f00b-29e1-e94d-f5ddcbdcb1d2/full/600,/0/default.jpg",Alberto Giacometti,"Annette Giacometti, the Artist's Wife, 1949",1719,1949,20
1720,"A work made of gelatin silver print, edition of 28.","Oliver Smith, Jane Bowles & Paul Bowles, New York",Collection Landing,collection-nav,https://www.artic.edu/artworks/144789/oliver-smith-jane-bowles-paul-bowles-new-york?page=37,"https://www.artic.edu/iiif/2/da19d207-5a23-eb79-0cd0-c1ff6d80c4a9/full/600,/0/default.jpg",Irving Penn,"Oliver Smith, Jane Bowles & Paul Bowles, New York, May 23, 1947, printed c. 1947",1720,1947,20
1721,A work made of pastel on parchment.,"Waterfront Plaza, Kobe, Japan: Sketch",Collection Landing,collection-nav,https://www.artic.edu/artworks/193265/waterfront-plaza-kobe-japan-sketch?page=37,"https://www.artic.edu/iiif/2/8fb9171e-92ee-6b48-48c6-25e584744981/full/600,/0/default.jpg",Tadao Ando,"Waterfront Plaza, Kobe, Japan: Sketch, c. 2000",1721,2000,21
1722,"A work made of charcoal, with erasing, on off-white laid paper.",Church Façade,Collection Landing,collection-nav,https://www.artic.edu/artworks/28634/church-facade?page=37,"https://www.artic.edu/iiif/2/1b147267-4213-2616-d810-1ac6f560cda9/full/600,/0/default.jpg",Piet Mondrian,"Church Façade, n.d.",1722,0,0
1723,A work made of terracotta.,Figure of a Seated Leader,Collection Landing,collection-nav,https://www.artic.edu/artworks/143564/figure-of-a-seated-leader?page=37,"https://www.artic.edu/iiif/2/7535f620-80ef-c778-2dc0-ffc02121d432/full/600,/0/default.jpg",Totonac,"Figure of a Seated Leader, A.D. 300/600",1723,0,0
1724,A work made of black fiber-tipped pen (faded to brown) on tan wove paper.,Three Nude Women,Collection Landing,collection-nav,https://www.artic.edu/artworks/62716/three-nude-women?page=37,"https://www.artic.edu/iiif/2/d03fa2c3-5673-3db7-c395-69bab2c88834/full/600,/0/default.jpg",Milton Avery,"Three Nude Women, 1950",1724,1950,20
1725,A work made of oil on canvas.,Nude,Collection Landing,collection-nav,https://www.artic.edu/artworks/62271/nude?page=37,"https://www.artic.edu/iiif/2/4da64d52-91e3-3136-133c-7a315fa5ea3f/full/600,/0/default.jpg",Ivan Albright,"Nude, 1931",1725,1931,20
1726,A work made of buff earthenware with polychromy and gilding.,Armored Guardian (Tomb Figure),Collection Landing,collection-nav,https://www.artic.edu/artworks/48991/armored-guardian-tomb-figure?page=37,"https://www.artic.edu/iiif/2/3aeb2e6f-3575-f7d6-7a95-db02fd0ee3c1/full/600,/0/default.jpg",,"Armored Guardian (Tomb Figure), Tang dynasty (A.D. 618–906), late 7th/early 8th century",1726,650,7
1727,"A work made of charcoal, with stumping, pen and black ink, brown crayon, and touches of white chalk on ivory wove paper.",Dance at Insane Asylum,Collection Landing,collection-nav,https://www.artic.edu/artworks/22800/dance-at-insane-asylum?page=37,"https://www.artic.edu/iiif/2/ffd5410d-a2fd-13a3-9564-ba396aa92860/full/600,/0/default.jpg",George Wesley Bellows,"Dance at Insane Asylum, 1907",1727,1907,20
1728,A work made of zincograph in green and blue on cream wove paper.,The Modern Poster,Collection Landing,collection-nav,https://www.artic.edu/artworks/55093/the-modern-poster?page=37,"https://www.artic.edu/iiif/2/0402f135-3720-8a7d-113b-1f67112d44da/full/600,/0/default.jpg",William H. Bradley,"The Modern Poster, 1895",1728,1895,19
1729,"A work made of woodblock print; sumizuri-e, oban yoko-e.","A Courtesan with Her Client, the first sheet of an untitled erotic picture album",Collection Landing,collection-nav,https://www.artic.edu/artworks/130221/a-courtesan-with-her-client-the-first-sheet-of-an-untitled-erotic-picture-album?page=37,"https://www.artic.edu/iiif/2/eb541256-b9a6-3c84-7d73-d81727dc9a41/full/600,/0/default.jpg",Hishikawa Moronobu,"A Courtesan with Her Client, the first sheet of an untitled erotic picture album, c. 1673/81",1729,1673,17
1730,"A work made of brush and black wash on ivory laid paper, pieced at top edge.",Nude in a Folding Chair,Collection Landing,collection-nav,https://www.artic.edu/artworks/151435/nude-in-a-folding-chair?page=37,"https://www.artic.edu/iiif/2/de15565f-ee06-2815-5c24-e86f8691c280/full/600,/0/default.jpg",Henri Matisse,"Nude in a Folding Chair, c. 1906",1730,1906,20
1731,A work made of oil on canvas.,Riter Fitzgerald,Collection Landing,collection-nav,https://www.artic.edu/artworks/72864/riter-fitzgerald?page=37,"https://www.artic.edu/iiif/2/aa14c6a9-cc4e-8cc0-719c-82b76fbf73d3/full/600,/0/default.jpg",Thomas Eakins,"Riter Fitzgerald, 1895",1731,1895,19
1732,A work made of color woodblock print; oban triptych.,A Picture of Prosperity: America (Amerika shin no zu),Collection Landing,collection-nav,https://www.artic.edu/artworks/32432/a-picture-of-prosperity-america-amerika-shin-no-zu?page=37,"https://www.artic.edu/iiif/2/3c43f613-91b6-3a90-d7a4-1b43a6b3bf5d/full/600,/0/default.jpg",Utagawa Hiroshige II (Shigenobu),"A Picture of Prosperity: America (Amerika shin no zu), 1861",1732,1861,19
1733,A work made of oil on canvas.,Portrait of the Maistre Sisters,Collection Landing,collection-nav,https://www.artic.edu/artworks/76212/portrait-of-the-maistre-sisters?page=37,"https://www.artic.edu/iiif/2/51d6eda3-6678-e398-e17b-88fd73df1e14/full/600,/0/default.jpg",Baron Antoine Jean Gros,"Portrait of the Maistre Sisters, 1796",1733,1796,18
1734,A work made of bronze; edition number five of twelve.,Head #3,Collection Landing,collection-nav,https://www.artic.edu/artworks/48509/head-3?page=37,"https://www.artic.edu/iiif/2/48d35e2e-4e3f-b48e-b660-718efc847375/full/600,/0/default.jpg",Willem de Kooning,"Head #3, 1973",1734,1973,20
1735,A work made of oil on panel.,El Maragato Threatens Friar Pedro de Zaldivia with His Gun,Collection Landing,collection-nav,https://www.artic.edu/artworks/20692/el-maragato-threatens-friar-pedro-de-zaldivia-with-his-gun?page=37,"https://www.artic.edu/iiif/2/12c2a366-9bc5-123a-b75f-3346459e91a1/full/600,/0/default.jpg",Francisco José de Goya y Lucientes,"El Maragato Threatens Friar Pedro de Zaldivia with His Gun, c. 1806",1735,1806,19
1736,"A work made of figures: polychromed terracotta heads with painted glass eyes, wooden limbs, and bodies of wire wrapped in hemp; clothing made variously of 18th- or 19th-century silks, cottons, linens, leather, and paper, some with metallic threads; some figures with additional elements in gold, silver, pearl, coral, ivory, bone, and wood; additional smaller figures composed entirely of polychromed terracotta or polychromed carved wood

animals: polychromed terracotta, painted wood, iron, and lead; some with painted glass eyes and additional elements in leather, string, and metal

objects: painted terracotta, copper, iron, silver or other metals, ceramic, wax, raw clay, paper, glass, fabric, string, straw, basket fibers, alabaster, and marble

furniture: wood, metal, leather, and fabric

setting: cork, wood, papier-mâché, twigs, and moss with watercolor and gouache

the crèche is housed in a 19th-century cabinet with a late-18th-century carved and gilded cornice..",Crèche,Collection Landing,collection-nav,https://www.artic.edu/artworks/217536/creche?page=37,"https://www.artic.edu/iiif/2/9ce2b67f-75d4-8253-929c-146c3d137101/full/600,/0/default.jpg",,"Crèche, mid–18th century",1736,1750,18
1737,"A work made of graphite and colored pencils, with stumping on off-white wove paper, discolored to cream.",Three Nude Women in a Landscape,Collection Landing,collection-nav,https://www.artic.edu/artworks/12769/three-nude-women-in-a-landscape?page=37,"https://www.artic.edu/iiif/2/ea35c815-a33d-643a-8402-49f5aed2e42a/full/600,/0/default.jpg",André Derain,"Three Nude Women in a Landscape, n.d.",1737,0,0
1738,A work made of oil on canvas.,Alexander Grant,Collection Landing,collection-nav,https://www.artic.edu/artworks/93780/alexander-grant?page=37,"https://www.artic.edu/iiif/2/fffff8f8-a4d3-962d-c7c2-4e5eb0842c31/full/600,/0/default.jpg",Cosmo Alexander,"Alexander Grant, 1770",1738,1770,18
1739,A work made of oil on panel.,An Elegant Company,Collection Landing,collection-nav,https://www.artic.edu/artworks/16347/an-elegant-company?page=37,"https://www.artic.edu/iiif/2/7c4c2262-dba7-698e-535d-79552d5ca402/full/600,/0/default.jpg",Pieter Codde,"An Elegant Company, 1632",1739,1632,17
1740,"A work made of wood, fabric, and pigment.",Maiden Spirit Mask (Agbogho Mmuo),Collection Landing,collection-nav,https://www.artic.edu/artworks/40197/maiden-spirit-mask-agbogho-mmuo?page=37,"https://www.artic.edu/iiif/2/b9493651-1fea-5064-a2dc-9baaece2b064/full/600,/0/default.jpg",Igbo,"Maiden Spirit Mask (Agbogho Mmuo), Early/mid–20th century",1740,1950,20
1741,"A work made of black chalk and brush and gray wash, heightened with touches of white gouache, over traces of charcoal, on cream laid paper.",Salomé,Collection Landing,collection-nav,https://www.artic.edu/artworks/111740/salome?page=37,"https://www.artic.edu/iiif/2/3cdcacbb-5cbb-a8cd-6fac-ed66689b32ef/full/600,/0/default.jpg",Johann von Aachen,"Salomé, 1605/10",1741,1605,17
1742,A work made of bronze.,Arabesque,Collection Landing,collection-nav,https://www.artic.edu/artworks/18901/arabesque?page=37,"https://www.artic.edu/iiif/2/374ccd0e-1608-1173-7de2-3c307a0d2386/full/600,/0/default.jpg",Hilaire Germain Edgar Degas,"Arabesque, modeled 1885/90 (cast 1919/21)",1742,1885,19
1743,A work made of earthenware with three-color (sancai) lead glazes.,Dragon-Handled Amphora,Collection Landing,collection-nav,https://www.artic.edu/artworks/12229/dragon-handled-amphora?page=37,"https://www.artic.edu/iiif/2/1cf6e4a5-9f79-57c6-4665-3133aaff6031/full/600,/0/default.jpg",,"Dragon-Handled Amphora, Tang dynasty, (A.D. 618–907), 1st half of 8th century",1743,750,8
1744,A work made of box construction.,Untitled (Hôtel de l'Etoile),Collection Landing,collection-nav,https://www.artic.edu/artworks/99777/untitled-hotel-de-l-etoile?page=37,"https://www.artic.edu/iiif/2/b9895097-758e-3afa-d288-54e54af69789/full/600,/0/default.jpg",Joseph Cornell,"Untitled (Hôtel de l'Etoile), 1954",1744,1954,20
1745,A work made of color screenprint on wood-pulp board.,Jitterbugs II,Collection Landing,collection-nav,https://www.artic.edu/artworks/140689/jitterbugs-ii?page=37,"https://www.artic.edu/iiif/2/3d00ea31-3648-6ea4-bc4c-6d57cff72e84/full/600,/0/default.jpg",William H. Johnson,"Jitterbugs II, c. 1941",1745,1941,20
1746,A work made of oil on canvas.,Cattle at Rest on a Hillside in the Alps,Collection Landing,collection-nav,https://www.artic.edu/artworks/39542/cattle-at-rest-on-a-hillside-in-the-alps?page=37,"https://www.artic.edu/iiif/2/17d4ad46-2e68-e619-8e3a-469141158d61/full/600,/0/default.jpg",Rosa Bonheur,"Cattle at Rest on a Hillside in the Alps, 1885",1746,1885,19
1747,"A work made of cartonnage, gold leaf, pigment.",Mummy Mask,Collection Landing,collection-nav,https://www.artic.edu/artworks/136740/mummy-mask?page=37,"https://www.artic.edu/iiif/2/fecd6024-c31e-dcbc-eca8-4b647403cadd/full/600,/0/default.jpg",Ancient Egyptian,"Mummy Mask, Late Ptolemaic Period-early Roman Period, 1st century BC",1747,0,0
1748,A work made of limestone.,Wisdom,Collection Landing,collection-nav,https://www.artic.edu/artworks/83907/wisdom?page=37,"https://www.artic.edu/iiif/2/33042f34-f243-ae8e-6958-0ea452c20786/full/600,/0/default.jpg",Constantin Brancusi,"Wisdom, c. 1908",1748,1908,20
1749,A work made of encaustic and collage on paper on board.,Acolo,Collection Landing,collection-nav,https://www.artic.edu/artworks/118657/acolo?page=37,"https://www.artic.edu/iiif/2/6578cc8d-798d-9e93-6848-ff1ed1c11675/full/600,/0/default.jpg",Victor Brauner,"Acolo, November 1949",1749,1949,20
1750,"A work made of oil on panel, transferred to canvas.",King David Receiving the Cistern Water of Bethlehem,Collection Landing,collection-nav,https://www.artic.edu/artworks/111671/king-david-receiving-the-cistern-water-of-bethlehem?page=37,"https://www.artic.edu/iiif/2/18700966-4387-b31d-6ac7-66b65fb170c5/full/600,/0/default.jpg",Antwerp Mannerist,"King David Receiving the Cistern Water of Bethlehem, 1515/20",1750,1515,16
1751,A work made of watercolor on ivory laid paper.,Untitled (Sex with Dumplings),Collection Landing,collection-nav,https://www.artic.edu/artworks/158888/untitled-sex-with-dumplings?page=37,"https://www.artic.edu/iiif/2/a1a44c78-d454-6e0d-4a11-727a16f6c80b/full/600,/0/default.jpg",Georg Baselitz,"Untitled (Sex with Dumplings), 1963",1751,1963,20
1752,A work made of gelatin silver print.,"Grand Central Station, New York City",Collection Landing,collection-nav,https://www.artic.edu/artworks/100997/grand-central-station-new-york-city?page=37,"https://www.artic.edu/iiif/2/0db84cac-4215-86b2-ea51-50e0563d95f1/full/600,/0/default.jpg","Brassaï, (Gyula Halász)","Grand Central Station, New York City, 1957",1752,1957,20
